"","seqn","ridstatr","riagendr","ridageyr","ridreth1","ridexmon","ridexagy","dmdborn4","dmdeduc3","sialang","wtint","wtmec","sdmvpsu","sdmvstra","indhhin2","indfmin2","indfmpir","dmdhhsiz","dmdfmsiz","dmdhhsza","dmdhhszb","dmdhhszf","dmdhrgnd","dmdhrage","dmdhrbr4","dmdhredu","dmdhrmar"
"1",71917,2,2,15,4,2,15,1,9,1,25717.677124,28299.441641,12,1,1,1,0.21,3,3,0,1,2,2,46,1,2,1
"2",71918,2,2,8,4,2,8,1,2,1,14401.160321,15127.404324,10,1,15,15,5,6,6,0,3,2,1,46,1,3,1
"3",71919,2,2,14,3,1,14,1,8,1,29193.726118,29976.868827,14,1,15,15,5,5,5,0,3,2,2,42,1,5,1
"4",71920,2,2,15,3,1,15,1,8,1,78734.998715,80652.282883,4,1,5,5,0.87,4,4,0,2,2,1,53,1,3,1
"5",71921,2,1,3,3,1,3,1,NA,1,56653.808474,55592.465182,5,1,15,15,4.34,4,4,2,0,2,2,31,1,3,1
"6",71922,2,1,12,2,1,12,1,6,1,26580.533966,27365.257742,4,1,15,15,5,4,4,0,1,2,2,42,2,4,1
"7",71923,2,1,12,3,1,12,1,5,1,82265.200268,86672.919056,4,1,15,15,5,3,3,0,1,2,1,39,1,2,1
"8",71924,2,2,8,5,1,8,1,2,1,38290.064711,39549.441119,13,1,14,14,2.74,6,6,2,2,2,1,31,1,3,1
"9",71925,2,1,7,1,1,7,1,0,1,41836.540184,42333.361701,4,1,3,3,0.46,6,6,0,4,2,2,45,1,2,1
"10",71926,2,1,8,4,2,8,1,2,1,12087.230364,15306.9574,11,1,9,9,1.57,7,7,1,4,2,2,56,1,3,5
"11",71927,2,1,3,2,1,3,1,NA,1,24063.499317,24680.773411,15,1,99,99,NA,5,5,2,0,1,2,60,2,3,2
"12",71928,2,2,9,3,2,9,1,3,1,44519.207117,45785.367055,9,1,15,15,5,3,3,0,1,2,1,38,1,3,1
"13",71929,2,1,11,1,1,11,1,4,2,27368.440757,34021.330101,13,1,7,7,0.75,7,7,1,4,2,1,45,2,1,1
"14",71930,2,2,12,3,1,12,1,6,1,35641.237526,36859.212323,6,1,8,8,1.85,5,5,0,2,2,1,20,1,3,5
"15",71931,2,1,4,1,1,4,1,NA,1,33125.648875,33609.702211,2,1,2,2,0.26,4,4,2,0,2,2,22,2,4,6
"16",71932,2,2,3,4,2,3,1,NA,1,24362.968768,25697.174631,12,1,3,3,0.43,4,4,2,1,2,2,27,1,4,5
"17",71933,2,1,15,1,1,15,1,8,1,26484.560033,26185.87482,3,1,10,10,2.82,4,4,1,2,2,2,31,1,2,3
"18",71934,2,2,10,4,2,10,1,4,1,11460.124356,14455.335624,11,1,9,9,1.57,7,7,1,4,2,2,56,1,3,5
"19",71935,2,2,5,1,1,5,1,NA,1,22805.882206,24318.203874,3,1,6,6,0.87,6,6,2,2,2,1,22,1,4,6
"20",71936,2,1,15,3,2,16,1,8,1,29207.902012,31107.659656,8,1,8,8,2.17,4,4,0,2,1,1,64,1,3,1
"21",71937,2,1,9,4,2,9,1,3,1,21176.669897,22174.369735,12,1,7,7,1.74,4,4,1,2,2,2,30,1,4,5
"22",71938,2,1,5,3,1,5,1,NA,1,56653.808474,55592.465182,5,1,15,15,4.34,4,4,2,0,2,2,31,1,3,1
"23",71939,2,1,15,4,1,15,1,9,1,38132.531854,38173.229826,13,1,7,7,1.3,5,5,0,3,2,1,40,1,4,1
"24",71940,2,2,6,2,2,6,2,0,2,26342.055679,26983.606458,6,1,6,6,1.08,4,4,1,1,2,2,24,2,5,1
"25",71941,2,2,12,1,2,12,1,6,2,15127.371456,15241.763647,10,1,4,4,0.68,5,5,1,2,2,1,32,2,2,1
"26",71942,2,1,13,3,1,13,1,7,1,33055.844715,34871.513763,3,1,15,15,5,4,4,0,2,2,2,40,1,4,1
"27",71943,2,2,15,1,1,15,1,8,2,45337.111554,44969.682117,4,1,4,4,0.43,7,7,0,3,2,1,56,2,1,1
"28",71944,2,1,9,4,2,9,1,2,1,13430.25596,14062.997758,11,1,7,7,1.23,6,6,1,3,2,2,36,1,2,5
"29",71945,2,1,4,1,1,4,1,NA,1,33125.648875,33652.702106,2,1,4,4,0.67,5,5,2,1,2,2,26,1,4,5
"30",71946,2,1,3,3,2,3,1,NA,1,14246.869188,14988.432418,11,1,77,77,NA,4,4,2,0,2,1,40,1,5,1
"31",71947,2,1,12,3,1,12,1,5,1,52684.108015,53977.62039,5,1,15,15,3.7,5,5,0,3,2,1,43,1,2,1
"32",71948,2,2,10,3,1,10,1,3,1,41812.414642,43187.642627,13,1,8,8,2.62,3,3,0,2,2,2,41,1,5,3
"33",71949,2,2,10,3,2,10,1,3,1,41410.836674,42363.735636,8,1,15,15,5,4,4,0,2,2,2,39,1,4,1
"34",71950,2,1,6,3,1,6,1,0,1,79885.944355,82633.336025,2,1,14,14,3.98,3,3,0,2,2,2,30,1,4,5
"35",71951,2,2,8,2,1,8,1,1,2,23664.751155,24173.008639,15,1,2,2,0.26,5,5,0,3,2,2,38,2,4,4
"36",71952,2,2,13,4,1,13,1,7,1,27043.404996,28852.962895,15,1,9,9,1.94,6,6,1,3,2,2,36,1,3,3
"37",71953,2,1,9,4,1,10,1,2,1,25524.286814,27762.645833,14,1,7,7,2.1,3,3,0,1,2,2,27,1,3,1
"38",71954,2,1,6,1,1,6,1,0,1,22616.542112,23190.551894,3,1,10,10,2.82,4,4,1,1,2,2,36,2,4,1
"39",71955,2,2,10,3,1,10,1,4,1,32521.991343,33591.65338,14,1,15,15,4.43,4,4,0,2,2,1,37,1,4,1
"40",71956,2,1,8,3,1,8,1,1,1,71930.820045,73424.67636,4,1,5,5,0.95,4,4,1,2,2,2,30,1,2,3
"41",71957,2,2,5,4,2,5,1,NA,1,24362.968768,26693.098856,12,1,5,5,1.32,2,2,1,0,2,2,25,1,3,5
"42",71958,2,2,6,2,1,6,1,1,2,23664.751155,25109.862018,15,1,14,14,4.45,3,3,0,1,2,2,29,2,4,1
"43",71959,2,1,6,2,2,6,1,0,2,12656.452575,13102.11207,10,1,1,1,0.02,6,6,1,1,2,1,38,2,1,1
"44",71960,2,1,8,3,1,8,1,2,1,37566.351702,39230.908717,14,1,15,15,4.34,4,4,0,2,2,2,37,1,5,1
"45",71961,2,2,14,3,2,14,1,7,1,32401.756638,33364.671991,8,1,10,10,3.21,4,4,0,1,2,1,54,1,4,1
"46",71962,2,2,9,3,1,9,1,3,1,85392.605771,87363.511478,4,1,8,8,1.61,6,6,0,2,1,1,35,1,4,1
"47",71963,2,2,4,4,2,5,1,NA,1,15960.491734,17486.989689,10,1,14,14,3.47,4,4,1,0,2,2,26,1,4,5
"48",71964,2,1,9,4,2,9,1,3,1,13873.106684,14630.658746,10,1,8,8,1.29,7,7,0,3,2,2,40,1,3,1
"49",71965,2,2,11,4,2,11,1,4,1,9047.514577,9462.834617,7,1,15,15,5,3,3,0,1,2,2,41,1,5,1
"50",71966,2,2,14,3,1,14,1,7,1,48051.141725,47803.986352,5,1,6,6,1.21,4,4,0,3,2,2,30,1,4,5
"51",71967,2,1,10,3,1,10,1,3,1,61757.449873,62042.005771,5,1,15,15,4.63,5,5,0,3,2,2,46,1,5,1
"52",71968,2,2,5,4,1,5,1,NA,1,29364.739851,31194.488008,14,1,12,12,NA,4,4,1,1,2,2,56,1,3,3
"53",71969,2,2,13,3,1,13,1,7,1,78734.998715,80549.229057,4,1,7,7,2.2,3,3,0,1,2,1,31,1,2,1
"54",71970,2,1,7,3,1,8,1,2,1,47620.447942,49730.499812,13,1,4,4,0.65,4,4,0,3,2,2,34,1,4,3
"55",71971,2,1,5,4,2,5,1,NA,1,17902.448816,24128.129247,10,1,10,10,2.36,6,6,2,3,2,2,30,2,5,3
"56",71972,2,2,4,3,2,4,1,NA,1,50270.45673,49585.204475,9,1,14,14,3.52,5,5,1,2,2,1,36,1,5,1
"57",71973,2,1,12,3,1,12,1,6,1,52684.108015,53977.62039,5,1,15,15,5,4,4,0,2,2,1,43,1,5,1
"58",71974,2,2,9,4,2,9,1,2,1,20077.988353,20940.670859,12,1,1,1,0.04,5,5,0,3,1,1,60,1,2,1
"59",71975,2,2,4,3,2,4,1,NA,1,32204.277256,32786.055529,12,1,5,5,0.74,5,5,2,1,2,2,51,1,9,4
"60",71976,2,2,5,1,1,5,1,NA,2,18500.765574,19763.664661,1,1,13,13,NA,7,7,1,2,2,1,57,2,2,1
"61",71977,2,1,12,3,1,12,1,6,1,36896.213409,40528.996943,13,1,7,7,2.1,3,3,0,1,2,2,46,1,4,3
"62",71978,2,2,14,3,1,14,1,8,1,28100.912841,29061.210687,14,1,15,15,5,4,4,0,2,2,2,30,1,5,1
"63",71979,2,2,15,3,1,15,1,9,1,78734.998715,80652.282883,4,1,15,15,4.81,5,5,0,2,2,1,51,1,4,1
"64",71980,2,1,6,1,1,6,1,0,1,33045.950141,33438.380754,2,1,77,77,NA,6,6,2,2,2,1,27,1,4,1
"65",71981,2,1,9,3,2,9,1,3,1,31559.340554,33991.814632,12,1,12,1,0.01,4,2,0,1,2,2,57,NA,NA,1
"66",71982,2,1,14,4,2,14,1,8,1,31061.822212,31182.559564,9,1,10,10,3.67,3,3,0,2,2,2,39,1,3,4
"67",71983,2,2,13,3,2,13,1,7,1,23620.39841,24254.032593,4,1,14,14,2.96,5,5,0,3,2,1,38,1,4,1
"68",71984,2,2,10,3,1,11,1,4,1,85392.605771,86212.888967,4,1,10,10,2.59,5,5,2,1,2,1,40,1,5,1
"69",71985,2,1,5,1,1,5,1,NA,2,22744.06361,23327.491692,14,1,77,77,NA,4,4,2,0,2,1,30,2,1,1
"70",71986,2,1,13,4,2,13,1,7,1,18126.225249,18848.823894,10,1,8,8,1.85,5,5,0,1,2,1,59,1,4,1
"71",71987,2,2,12,3,1,12,1,5,1,50423.303697,50163.946895,5,1,14,14,2.78,5,5,0,3,2,1,35,1,2,1
"72",71988,2,1,12,3,1,12,1,5,1,28396.492841,30243.474329,14,1,15,15,5,4,4,0,2,2,2,30,1,5,1
"73",71989,2,1,7,5,1,7,1,1,1,64366.804699,66580.471001,3,1,12,12,NA,6,6,0,2,1,1,38,2,4,1
"74",71990,2,1,12,3,2,12,1,5,1,30424.89793,32403.812142,12,1,9,9,2.6,4,4,0,2,2,1,42,1,4,1
"75",71991,2,2,12,4,2,12,1,7,1,16847.978465,18539.325346,10,1,14,14,3.9,4,4,0,2,2,2,40,1,4,1
"76",71992,2,1,9,3,1,10,1,3,1,37039.520653,38680.733897,14,1,15,15,5,4,4,0,2,2,1,39,1,5,1
"77",71993,2,2,11,2,2,11,1,3,1,27224.621351,27887.666683,8,1,5,5,1.59,2,2,0,1,2,2,44,1,3,5
"78",71994,2,1,4,3,1,4,1,NA,1,65986.450389,65791.856876,4,1,5,5,0.95,4,4,1,2,2,2,30,1,2,3
"79",71995,2,2,8,3,2,8,1,2,1,42045.917833,41777.766201,9,1,8,8,1.95,4,4,2,1,2,1,27,1,4,4
"80",71996,2,1,7,2,2,7,1,0,2,10000.450686,10352.58694,11,1,7,7,1.74,4,4,1,1,2,1,35,2,2,1
"81",71997,2,1,9,3,2,9,1,2,1,53417.990257,55251.348984,6,1,7,7,1.56,4,4,0,2,2,2,52,1,4,3
"82",71998,2,1,6,4,2,6,1,0,1,13430.25596,14163.625805,11,1,2,2,0.47,3,3,0,2,2,2,29,1,3,5
"83",71999,2,2,10,4,1,10,1,4,1,27657.192607,29051.932324,14,1,10,10,2.99,4,4,0,3,2,2,43,1,4,5
"84",72000,2,1,8,1,1,9,1,3,2,21117.68899,26251.107049,14,1,5,5,0.65,6,6,2,2,2,1,32,2,1,1
"85",72001,2,2,10,5,2,10,2,5,1,14578.765557,14951.283126,11,1,99,99,NA,6,6,1,2,2,2,34,2,4,1
"86",72002,2,2,12,3,2,12,1,7,1,38767.821367,39919.923422,9,1,14,14,3.25,4,4,0,2,2,1,44,1,3,1
"87",72003,2,2,7,3,1,7,1,0,1,33864.155847,34729.454969,14,1,15,15,5,5,5,0,3,2,2,42,1,5,1
"88",72004,2,1,5,2,1,5,1,NA,2,18945.54655,19246.984012,1,1,77,77,NA,6,6,1,2,2,1,36,2,3,1
"89",72005,2,1,12,4,2,12,1,6,1,16555.646491,20043.698727,10,1,10,10,2.36,6,6,2,3,2,2,30,2,5,3
"90",72006,2,2,9,4,2,9,1,3,1,20077.988353,21090.512226,12,1,1,1,0.16,3,3,1,1,2,2,34,1,4,3
"91",72007,2,2,15,1,1,15,1,8,1,31153.886361,31389.470005,13,1,6,6,0.97,6,6,0,4,2,2,37,1,2,3
"92",72008,2,2,8,2,2,8,1,1,1,26342.055679,26841.140111,6,1,2,2,0.33,4,4,0,2,2,2,30,1,3,1
"93",72009,2,1,11,3,2,11,1,6,1,49073.519574,50757.771732,8,1,15,15,5,4,4,0,2,2,1,52,1,5,1
"94",72010,2,1,12,4,1,12,1,6,1,26574.170542,26602.532542,15,1,6,6,0.86,7,7,1,2,2,2,30,2,4,5
"95",72011,2,1,9,4,2,9,1,3,1,21176.669897,22174.369735,12,1,3,3,0.37,5,5,1,3,2,2,29,1,3,5
"96",72012,2,1,4,2,2,4,1,NA,1,27556.346244,28141.461212,6,1,5,5,1.32,2,2,1,0,2,2,26,1,3,5
"97",72013,2,1,6,3,1,6,1,0,1,47620.447942,51290.851162,13,1,14,14,3.47,4,4,1,1,2,2,36,1,5,1
"98",72014,2,2,13,3,1,13,1,7,1,36512.159546,38944.656499,13,1,7,7,2.25,3,3,0,2,2,2,43,1,4,3
"99",72015,2,2,6,2,2,6,1,0,1,24199.663423,23949.792511,8,1,14,14,2.42,6,6,1,2,2,2,41,1,5,1
"100",72016,2,2,13,3,2,13,1,7,1,32635.962676,33605.838164,9,1,15,15,4.34,4,4,0,2,2,2,49,2,5,1
"101",72017,2,1,4,3,2,4,1,NA,1,49863.798092,48929.657757,9,1,14,14,2.78,5,5,1,2,2,1,41,1,5,1
"102",72018,2,1,3,1,1,4,1,NA,1,26690.4725,26758.017036,3,1,15,15,3.81,5,5,1,2,2,2,35,1,4,1
"103",72019,2,2,14,3,1,14,1,8,1,50423.303697,50163.946895,5,1,14,14,3.47,4,4,0,2,2,1,43,1,5,1
"104",72020,2,2,3,1,1,3,1,NA,1,22805.882206,24656.263333,3,1,9,9,2.65,4,4,2,0,2,2,25,1,4,1
"105",72021,2,2,7,3,2,7,1,1,1,41410.836674,41146.735329,8,1,9,9,2.69,4,4,1,2,2,2,45,1,5,4
"106",72022,2,1,6,5,1,6,1,0,1,43608.819267,45541.116728,13,1,14,14,2.74,6,6,2,2,2,1,31,1,3,1
"107",72023,2,1,5,3,2,5,1,NA,1,30822.929654,31440.801623,12,1,14,14,3.25,4,4,2,0,2,2,47,1,3,1
"108",72024,2,2,14,5,1,14,1,7,1,31637.337327,32366.332289,3,1,12,12,NA,4,4,0,1,2,1,50,2,5,1
"109",72025,2,1,10,4,2,10,1,4,1,13873.106684,14526.712579,10,1,15,15,5,5,5,0,3,2,2,44,1,5,1
"110",72026,2,1,10,3,1,10,1,4,1,53363.363478,55727.882708,13,1,8,8,1.61,6,6,1,2,2,1,51,1,4,1
"111",72027,2,1,10,1,1,10,1,3,1,41836.540184,42898.355167,4,1,6,6,1.26,4,4,1,1,2,1,56,1,2,1
"112",72028,2,2,10,4,1,10,1,5,1,24200.043531,25420.440783,14,1,12,12,NA,4,4,1,1,2,2,56,1,3,3
"113",72029,2,1,8,3,2,8,1,2,1,19149.964563,19998.4954,10,1,15,15,5,4,4,0,2,2,1,49,1,5,1
"114",72030,2,1,6,3,1,6,1,0,1,64806.257223,65104.860918,4,1,7,7,1.48,5,5,2,1,2,1,40,1,5,1
"115",72031,2,2,3,1,1,3,1,NA,2,18500.765574,20027.436328,1,1,3,3,0.43,4,4,1,1,1,2,78,2,1,4
"116",72032,2,1,11,2,2,11,1,5,1,10250.275682,10207.796115,7,1,14,14,2.58,6,6,1,3,2,2,35,1,5,1
"117",72033,2,1,4,4,2,4,1,NA,1,15597.877812,21022.130306,11,1,9,9,1.57,7,7,1,4,2,2,56,1,3,5
"118",72034,2,2,10,3,1,10,1,3,1,52114.209299,51781.84623,5,1,77,77,NA,6,6,0,4,2,2,42,1,5,1
"119",72035,2,2,6,2,1,6,1,0,1,23022.159723,23429.965712,3,1,15,15,5,5,5,2,1,2,2,45,1,5,1
"120",72036,2,2,5,2,1,5,1,NA,2,32347.964347,34556.100787,2,1,4,4,0.52,7,7,1,3,2,2,40,2,3,4
"121",72037,2,1,5,3,2,5,1,NA,1,45018.079354,45481.277122,8,1,15,15,5,5,5,1,2,2,1,45,1,5,1
"122",72038,2,2,6,4,2,6,1,0,1,20077.988353,21752.251187,5,1,6,6,1.57,3,3,0,1,2,2,48,1,3,5
"123",72039,2,2,12,2,2,12,2,5,2,11107.942722,11223.4648,7,1,13,13,NA,5,5,2,1,2,2,37,2,2,3
"124",72040,2,1,12,3,2,12,1,7,1,36016.130578,38358.713053,13,1,3,3,0.52,3,3,0,2,2,1,33,1,2,2
"125",72041,2,2,9,4,2,9,1,4,1,12278.704667,12806.278622,11,1,3,3,0.36,7,7,0,3,1,2,52,1,3,3
"126",72042,2,2,13,4,1,13,2,7,1,28690.704504,31570.927415,14,1,8,8,2.51,3,3,0,1,2,2,21,2,2,1
"127",72043,2,2,12,4,1,12,2,6,1,28690.704504,30393.010547,14,1,15,15,3.7,5,5,0,3,2,1,42,2,5,1
"128",72044,2,2,9,1,2,9,1,3,1,28987.775314,29822.235027,13,1,2,2,0.35,4,4,0,2,2,1,48,2,3,1
"129",72045,2,1,6,3,1,6,1,0,1,56320.954111,58183.472811,3,1,9,9,2.39,4,4,0,1,2,2,40,1,4,1
"130",72046,2,1,13,3,1,13,1,7,1,31288.728223,33323.828196,14,1,15,15,5,3,3,0,2,2,2,38,1,5,4
"131",72047,2,2,14,3,1,14,1,7,1,50369.991506,51596.556424,4,1,7,7,1.38,5,5,0,3,2,2,42,1,4,1
"132",72048,2,2,3,3,2,3,1,NA,1,30167.367231,30932.111008,5,1,5,5,1.04,4,4,1,1,2,1,36,1,3,1
"133",72049,2,2,6,3,1,6,1,0,1,54629.134407,55153.90304,4,1,2,2,0.26,4,4,0,3,2,2,46,1,4,3
"134",72050,2,2,13,5,1,13,1,7,1,31637.337327,31980.914757,3,1,15,15,3.87,6,6,0,3,1,2,40,2,5,1
"135",72051,2,2,3,1,1,3,1,NA,2,18500.765574,20001.84618,1,1,4,4,0.63,5,5,1,1,2,1,51,2,3,1
"136",72052,2,1,7,3,1,7,1,1,1,64737.73804,66964.16127,4,1,2,1,0,5,1,3,1,2,2,27,1,4,5
"137",72053,2,1,11,1,1,11,1,5,1,22616.542112,23190.551894,3,1,7,7,2.2,3,3,0,2,2,2,45,1,4,3
"138",72054,2,2,13,2,1,13,1,6,1,28948.85588,30298.196274,15,1,4,4,0.65,7,4,0,1,2,1,43,1,4,1
"139",72055,2,1,11,3,2,11,1,6,1,40711.499046,42108.758316,9,1,15,15,5,4,4,0,2,2,2,48,1,4,1
"140",72056,2,2,11,3,1,11,1,4,1,85392.605771,86212.888967,12,1,14,14,3.67,5,5,0,3,2,1,37,1,5,1
"141",72057,2,2,5,3,1,5,1,NA,1,35450.757018,36349.434904,14,1,14,14,3.9,4,4,2,0,2,1,48,2,5,1
"142",72058,2,2,12,5,1,12,1,4,1,46649.175918,47878.457321,5,1,6,6,1.11,5,5,2,2,2,2,29,1,2,4
"143",72059,2,1,12,4,2,13,1,6,1,27050.671016,27155.817016,8,1,4,4,1,3,3,0,1,2,2,29,NA,NA,1
"144",72060,2,2,3,3,1,3,1,NA,1,65315.057418,66249.979972,4,1,7,7,1.82,4,4,2,0,2,2,28,1,4,1
"145",72061,2,1,10,2,1,10,1,4,1,23297.958815,23858.738395,3,1,8,8,1.95,5,4,0,1,2,1,35,2,2,1
"146",72062,2,1,5,5,1,5,1,NA,1,34382.559294,35071.787082,14,1,15,15,4.34,4,4,1,1,2,1,39,2,5,1
"147",72063,2,1,3,3,1,3,1,NA,1,41389.190258,42218.871952,13,1,10,10,3.04,4,4,1,1,2,1,37,1,4,1
"148",72064,2,2,12,3,2,12,1,6,1,24197.581654,25809.662242,12,1,15,15,4.56,4,4,0,2,2,2,43,1,4,1
"149",72065,2,1,15,2,2,15,1,9,1,15057.004709,15501.525109,10,1,15,15,3.23,6,6,2,2,2,1,42,1,3,6
"150",72066,2,1,3,5,2,4,1,NA,1,48397.215795,48895.182005,9,1,15,15,5,4,4,1,1,2,1,55,1,5,1
"151",72067,2,1,6,2,2,6,1,0,2,12656.452575,13102.11207,10,1,7,7,1.74,4,4,0,2,2,1,32,2,1,1
"152",72068,2,2,5,3,1,5,2,NA,1,34380.065844,35251.601673,15,1,15,15,3.7,5,5,2,1,2,2,40,2,5,1
"153",72069,2,1,15,5,1,15,2,9,1,33055.844715,34412.237939,3,1,5,5,0.77,6,6,3,1,2,2,32,2,3,1
"154",72070,2,2,12,4,1,12,1,6,1,28690.704504,30610.48831,14,1,6,6,1.21,4,4,1,2,2,2,37,1,4,3
"155",72071,2,2,13,5,2,14,1,7,1,24197.581654,25809.662242,12,1,6,6,1.65,2,2,0,1,2,2,53,1,3,5
"156",72072,2,1,6,4,2,6,1,0,1,25587.222617,26726.328119,8,1,6,6,1.73,3,3,1,1,2,2,29,2,4,5
"157",72073,2,1,6,4,2,6,1,0,1,21176.669897,22174.369735,12,1,2,2,0.35,4,4,0,3,2,2,31,1,4,4
"158",72074,2,1,7,4,2,7,1,1,1,9929.142289,10073.236176,7,1,8,8,1.61,6,6,0,3,2,2,43,2,3,1
"159",72075,2,1,12,3,1,12,1,5,1,50205.586609,52895.571033,5,1,15,15,5,3,3,0,1,2,2,51,1,5,1
"160",72076,2,1,11,3,2,11,1,5,1,43608.819267,45541.116728,13,1,3,3,0.52,3,3,0,2,2,1,33,1,2,2
"161",72077,2,1,5,3,1,5,1,NA,1,44183.801266,46483.610578,13,1,14,14,3.04,5,5,3,0,2,2,30,1,5,1
"162",72078,2,2,10,2,1,10,1,4,2,26462.887238,27031.241428,14,1,4,4,0.46,7,7,2,3,2,2,42,2,3,1
"163",72079,2,1,11,1,1,11,1,5,1,41836.540184,42898.355167,4,1,6,6,1.73,3,3,0,2,2,1,33,1,3,4
"164",72080,2,2,3,5,1,4,2,NA,1,29691.875047,31399.798155,15,1,10,10,3.4,3,3,1,0,2,2,30,2,5,1
"165",72081,2,1,5,3,1,5,1,NA,1,56653.808474,55592.465182,5,1,6,6,1.11,5,5,2,2,2,2,29,1,2,4
"166",72082,2,2,11,3,1,11,1,4,1,52114.209299,51781.84623,5,1,6,6,1.21,4,4,0,3,2,2,30,1,4,5
"167",72083,2,1,14,3,1,14,1,8,1,46886.548568,48721.400531,2,1,8,8,1.61,6,6,1,3,2,1,36,1,4,1
"168",72084,2,2,12,1,1,12,1,5,1,46573.01553,45464.22314,5,1,3,3,0.44,5,5,1,2,2,2,40,2,3,1
"169",72085,2,2,13,3,2,13,1,7,1,38767.821367,39709.156723,9,1,12,12,NA,6,6,0,3,2,1,45,1,4,1
"170",72086,2,1,4,2,2,4,1,NA,2,25315.196066,25332.952051,8,1,3,3,0.31,7,7,1,4,2,2,52,2,1,1
"171",72087,2,2,15,4,2,15,1,9,1,25717.677124,28299.441641,12,1,15,15,4.81,5,5,0,1,1,1,47,1,5,1
"172",72088,2,2,13,2,2,13,1,8,1,11513.581164,14029.772699,11,1,6,6,1.07,6,6,0,4,2,2,36,1,3,1
"173",72089,2,1,15,3,1,15,1,9,1,33055.844715,34826.956526,3,1,14,14,5,3,2,0,1,2,1,41,1,2,3
"174",72090,2,2,7,4,2,7,1,1,1,13153.346383,13718.500702,10,1,15,15,5,5,5,0,3,2,2,44,1,5,1
"175",72091,2,1,11,4,2,11,1,5,1,15189.201871,15904.813169,10,1,15,15,3.72,7,7,0,4,2,1,37,1,5,1
"176",72092,2,1,8,3,2,9,1,2,1,38449.749099,39769.382854,9,1,15,15,5,4,4,0,2,2,2,37,1,5,1
"177",72093,2,2,9,3,1,9,1,3,1,54686.954525,54338.183542,5,1,14,14,2.78,5,5,0,3,2,1,51,1,4,1
"178",72094,2,2,12,1,1,12,1,6,2,31153.886361,32606.005832,13,1,7,7,1.74,4,4,0,2,2,1,39,2,2,1
"179",72095,2,1,8,2,2,8,1,2,1,12656.452575,13009.02574,10,1,15,15,4.07,5,5,1,2,2,1,36,2,4,1
"180",72096,2,1,7,1,1,8,1,1,1,22616.542112,22885.120363,3,1,6,6,0.81,6,6,1,2,1,2,37,2,4,3
"181",72097,2,1,8,3,2,8,1,2,1,31559.340554,32723.574035,12,1,15,15,5,5,5,0,3,2,2,30,1,5,1
"182",72098,2,2,4,3,1,4,1,NA,1,58296.363776,59130.820446,5,1,9,9,2.43,4,4,2,0,2,1,39,1,5,1
"183",72099,2,1,5,3,1,6,1,NA,1,44183.801266,44749.298871,13,1,1,1,0.2,4,4,1,2,2,2,37,1,4,3
"184",72100,2,1,5,4,2,5,1,NA,1,17902.448816,20723.772351,10,1,15,15,5,4,4,1,0,2,2,52,1,3,77
"185",72101,2,1,11,4,2,12,1,4,1,9929.142289,10371.173094,7,1,9,9,1.94,6,6,0,3,2,2,45,2,3,1
"186",72102,2,1,15,3,1,15,1,9,1,46886.548568,49461.901149,2,1,8,8,1.95,4,4,0,2,2,1,54,1,5,1
"187",72103,2,1,7,5,1,7,1,0,1,56320.954111,57490.625372,3,1,15,15,3.87,6,6,0,3,1,2,40,2,5,1
"188",72104,2,1,8,3,1,8,1,1,1,64737.73804,66964.16127,4,1,7,7,1.96,3,3,0,2,2,2,36,1,5,3
"189",72105,2,2,11,3,1,11,1,4,1,30785.596225,31798.147493,14,1,15,15,5,4,4,0,3,2,2,45,1,5,3
"190",72106,2,2,11,1,1,11,1,5,2,23562.224824,23979.597326,1,1,9,9,3.14,3,3,0,1,2,1,47,2,2,1
"191",72107,2,2,14,1,2,14,1,8,2,25762.473279,25892.968104,8,1,6,6,1.04,5,5,0,2,2,2,35,2,3,1
"192",72108,2,2,8,3,1,8,1,2,1,38290.064711,39549.441119,8,1,6,6,1.25,4,4,1,1,2,1,32,1,4,1
"193",72109,2,2,10,2,1,10,2,3,2,26936.059281,28580.935731,15,1,6,6,0.93,5,5,0,1,2,1,57,2,3,1
"194",72110,2,1,6,4,2,6,1,1,1,14566.762018,15844.19803,10,1,7,7,1.87,4,4,1,1,2,2,32,2,3,4
"195",72111,2,1,12,2,2,12,1,5,1,37079.800943,36659.129445,6,1,6,6,1.3,4,4,0,2,2,1,40,2,9,6
"196",72112,2,1,9,1,1,9,1,2,1,32079.425024,32401.149128,2,1,2,2,0.26,6,6,1,4,2,2,31,1,3,4
"197",72113,2,1,14,3,2,14,1,7,1,33854.53791,35179.396899,8,1,15,15,5,6,6,0,4,2,2,48,1,5,1
"198",72114,2,2,12,3,2,12,1,6,1,35641.237526,36859.212323,2,1,8,8,1.85,5,5,0,3,2,1,36,1,3,1
"199",72115,2,1,6,3,2,6,1,0,1,57691.429477,57957.25063,6,1,9,9,2.22,5,5,1,2,2,1,45,1,3,1
"200",72116,2,1,8,3,2,8,1,1,1,38449.749099,39769.382854,9,1,14,14,3.25,4,4,1,1,2,2,32,1,4,6
"201",72117,2,1,12,3,1,12,1,5,1,52684.108015,53977.62039,5,1,15,15,4.44,5,5,1,2,2,1,42,1,5,1
"202",72118,2,1,14,3,2,14,1,7,1,19594.171599,20669.019573,7,1,15,15,4.34,4,4,0,2,2,2,30,1,5,1
"203",72119,2,2,12,1,1,12,1,6,1,35810.965668,35948.817472,2,1,7,7,1.3,5,5,0,3,2,1,34,1,4,1
