"","seqn","ridstatr","riagendr","ridageyr","ridreth1","ridexmon","ridexagy","dmdborn4","dmdeduc3","sialang","wtint","wtmec","sdmvpsu","sdmvstra","indhhin2","indfmin2","indfmpir","dmdhhsiz","dmdfmsiz","dmdhhsza","dmdhhszb","dmdhhszf","dmdhrgnd","dmdhrage","dmdhrbr4","dmdhredu","dmdhrmar"
"925",72841,2,1,13,4,1,13,1,6,1,26574.170542,26602.532542,15,1,6,6,0.97,6,6,0,4,2,2,32,1,4,6
"926",72842,2,2,13,3,1,13,1,6,1,53224.598347,54451.012049,5,1,4,4,1.03,3,3,0,1,2,1,30,1,4,1
"927",72843,2,2,3,4,2,3,1,NA,1,24362.968768,26693.098856,12,1,7,7,1.48,5,5,1,0,1,2,64,1,2,4
"928",72844,2,2,13,3,2,13,1,7,1,32401.756638,33364.671991,8,1,15,15,5,4,4,0,2,2,1,52,1,5,1
"929",72845,2,2,12,2,1,12,1,6,1,21948.373895,21770.495809,1,1,6,6,1,5,5,0,3,2,1,31,2,4,1
"930",72846,2,1,15,3,1,15,1,9,1,36896.213409,39016.852921,13,1,4,4,0.58,6,6,0,4,2,2,41,1,4,1
"931",72847,2,1,7,2,2,7,1,1,1,18137.795414,18643.063371,12,1,5,5,0.74,5,5,2,1,2,2,51,1,9,4
"932",72848,2,2,10,4,1,10,1,4,1,24200.043531,25239.836654,14,1,6,6,1.3,4,4,0,3,2,2,56,1,5,77
"933",72849,2,2,5,1,1,5,1,NA,2,22210.105575,29147.589014,14,1,5,5,0.65,6,6,2,2,2,1,32,2,1,1
"934",72850,2,1,12,3,2,12,1,5,1,38167.805866,40261.519735,6,1,9,9,2.6,4,4,0,3,2,2,47,2,5,77
"935",72851,2,2,7,2,2,7,2,0,2,10434.109811,10688.228599,7,1,5,5,0.53,7,7,2,1,2,2,25,2,1,1
"936",72852,2,2,13,3,1,13,1,7,1,78734.998715,80652.282883,4,1,5,5,0.87,4,4,0,2,2,1,53,1,3,1
"937",72853,2,2,13,3,1,13,1,7,1,36512.159546,38944.656499,13,1,3,3,0.57,4,4,0,1,1,2,60,1,1,1
"938",72854,2,1,8,2,2,8,2,1,1,32795.239238,33625.295588,6,1,6,6,1.3,4,4,0,2,2,1,54,1,4,1
"939",72855,2,1,12,1,2,12,1,6,2,32559.418914,39027.193794,13,1,7,7,0.75,7,7,1,4,2,1,45,2,1,1
"940",72856,2,1,5,3,1,5,1,NA,1,44183.801266,46483.610578,6,1,4,4,0.78,4,4,2,0,2,2,49,1,3,3
"941",72857,2,1,3,3,2,3,1,NA,1,27429.719943,27979.572124,4,1,10,10,2.95,4,4,1,1,2,1,30,1,5,1
"942",72858,2,2,14,5,1,14,1,8,1,31637.337327,32407.741429,3,1,15,15,5,4,4,0,2,1,1,61,2,5,1
"943",72859,2,1,9,1,1,9,1,3,1,32079.425024,32851.573634,2,1,3,3,0.66,2,2,0,1,1,2,61,2,2,2
"944",72860,2,1,8,4,2,8,1,1,1,23028.500355,24053.695307,8,1,15,15,5,7,7,0,3,2,2,44,1,5,1
"945",72861,2,1,13,4,2,13,1,7,1,14304.608121,14319.8751,11,1,3,3,0.36,7,7,0,3,1,2,52,1,3,3
"946",72862,2,2,11,3,1,11,1,5,1,54686.954525,54338.183542,5,1,14,14,3.47,4,4,0,2,2,1,43,1,5,1
"947",72863,2,2,13,5,1,13,1,7,1,31637.337327,31922.560877,3,1,7,7,1.17,7,7,0,4,2,2,41,2,4,4
"948",72864,2,2,9,1,1,9,1,2,1,42586.859899,43396.678029,4,1,6,6,0.93,5,5,0,2,1,1,61,1,3,1
"949",72865,2,1,4,4,2,4,1,NA,1,16712.011941,19345.729433,11,1,2,2,0.59,2,2,1,0,2,2,19,1,2,NA
"950",72866,2,2,12,1,1,12,1,6,1,31153.886361,31389.470005,13,1,6,6,0.97,6,6,0,4,2,2,37,1,2,3
"951",72867,2,1,15,1,1,15,1,8,1,37565.810857,36586.094429,2,1,2,2,0.26,6,6,1,4,2,2,31,1,3,4
"952",72868,2,1,15,3,2,15,1,9,1,36016.130578,38358.713053,13,1,7,7,1.65,4,4,1,1,2,1,36,1,2,1
"953",72869,2,1,14,2,2,14,1,8,2,11399.708469,11298.374553,11,1,5,5,0.74,5,5,0,3,2,2,44,2,5,6
"954",72870,2,2,6,3,1,6,1,0,1,67411.98296,68059.543909,2,1,6,6,0.81,6,6,0,4,2,2,35,1,4,6
"955",72871,2,1,15,3,1,15,1,9,1,52684.108015,53977.62039,5,1,8,8,2,4,4,0,2,2,1,48,1,5,1
"956",72872,2,1,6,4,2,6,1,0,1,9929.142289,10371.173094,7,1,10,10,2.82,4,4,0,2,2,2,55,1,4,1
"957",72873,2,2,7,4,2,7,1,1,1,20077.988353,21752.251187,12,1,2,2,0.47,3,3,0,1,2,2,54,1,4,2
"958",72874,2,2,7,2,2,7,1,1,2,13405.308939,13791.202307,10,1,4,4,0.65,4,4,1,1,2,1,30,2,3,1
"959",72875,2,1,12,3,1,12,1,5,1,46886.548568,49461.901149,2,1,8,8,1.95,4,4,0,2,2,1,54,1,5,1
"960",72876,2,1,9,5,2,9,1,3,1,21158.909654,21885.104547,7,1,14,14,3.47,4,4,1,1,2,1,36,2,5,1
"961",72877,2,2,12,3,1,12,1,6,1,78734.998715,80549.229057,4,1,6,6,1.41,3,3,0,1,2,1,57,1,3,1
"962",72878,2,2,13,4,2,14,1,7,1,25717.677124,28299.441641,8,1,3,3,0.73,2,2,0,1,2,2,42,1,3,5
"963",72879,2,2,3,4,2,3,1,NA,1,29104.882088,30622.704396,8,1,6,6,1.73,3,3,1,1,2,2,29,2,4,5
"964",72880,2,1,13,3,1,13,1,6,1,36896.213409,40528.996943,13,1,4,2,0.53,3,2,0,1,1,2,49,1,4,3
"965",72881,2,1,14,1,1,14,1,8,2,27282.516744,26940.365191,3,1,5,5,1.04,4,4,0,2,2,1,54,2,1,1
"966",72882,2,1,9,1,1,9,2,3,2,20253.708771,20767.749639,1,1,13,13,NA,6,6,2,1,2,1,31,2,2,6
"967",72883,2,1,14,3,1,14,1,8,1,36016.130578,38358.713053,13,1,9,9,2.6,4,4,0,2,2,1,39,1,4,1
"968",72884,2,2,6,1,2,6,1,0,1,24199.663423,24658.157454,8,1,99,99,NA,5,5,1,1,2,2,42,2,3,1
"969",72885,2,2,10,3,1,10,1,3,1,54686.954525,54338.183542,5,1,14,14,2.78,5,5,0,3,2,1,35,1,2,1
"970",72886,2,1,14,3,1,14,1,7,1,82265.200268,85640.819954,12,1,14,14,3.67,5,5,0,3,2,1,37,1,5,1
"971",72887,2,2,11,3,1,11,1,3,1,85392.605771,87363.511478,4,1,7,7,1.61,4,4,0,2,2,1,33,1,4,1
"972",72888,2,1,12,1,1,12,2,6,2,32559.418914,32500.901334,13,1,3,3,0.71,3,3,0,2,2,1,44,2,1,4
"973",72889,2,2,10,5,1,10,1,3,1,36766.437507,37152.291698,12,1,15,15,5,4,4,0,2,2,2,42,1,4,1
"974",72890,2,2,15,3,1,15,1,9,1,36512.159546,37759.896527,13,1,14,14,3.25,4,4,1,1,2,2,36,1,5,1
"975",72891,2,1,14,4,1,14,1,8,1,35448.976944,35401.288807,3,1,77,77,NA,5,5,0,2,2,2,48,1,2,1
"976",72892,2,2,13,3,1,13,1,6,1,50423.303697,50163.946895,5,1,8,8,2,4,4,0,2,2,1,48,1,5,1
"977",72893,2,1,12,4,2,12,1,7,1,29508.731102,29467.027656,9,1,8,8,1.68,6,6,2,1,2,2,30,2,3,1
"978",72894,2,1,5,3,2,5,1,NA,1,45708.481584,46178.783005,9,1,15,15,5,4,4,1,1,2,1,37,1,5,1
"979",72895,2,1,12,4,2,12,1,6,1,14834.408422,14956.502024,11,1,2,2,0.47,3,3,0,2,2,2,29,1,3,5
"980",72896,2,2,10,1,2,11,1,5,2,24199.663423,24658.157454,8,1,6,6,1.04,5,5,0,2,2,2,35,2,3,1
"981",72897,2,2,13,4,1,13,1,7,1,27043.404996,28852.962895,15,1,9,9,1.94,6,6,1,3,2,2,36,1,3,3
"982",72898,2,2,10,1,1,10,1,4,2,23155.026333,23652.336249,14,1,5,5,0.57,7,7,0,4,2,2,33,2,1,1
"983",72899,2,1,5,4,2,5,1,NA,1,38814.246576,41908.062029,9,1,3,3,0.32,6,6,2,2,2,1,27,1,2,1
"984",72900,2,1,12,2,2,12,1,6,2,11399.708469,11379.220286,11,1,2,2,0.37,3,3,0,2,2,2,39,2,1,5
"985",72901,2,1,13,4,2,13,1,8,1,13350.96758,13883.201454,11,1,8,8,2.08,4,4,0,1,2,2,52,1,3,5
"986",72902,2,1,10,3,1,10,1,4,1,64737.73804,66964.16127,4,1,7,7,1.96,3,3,0,2,2,2,36,1,5,3
"987",72903,2,2,11,4,2,11,1,6,1,12096.797931,12616.555975,11,1,6,6,1.26,4,4,1,2,2,2,31,1,4,5
"988",72904,2,1,13,3,2,13,1,7,1,25739.057252,27413.192242,12,1,6,6,1.48,4,4,0,2,2,2,40,1,4,1
"989",72905,2,2,7,4,2,7,1,1,1,27720.422669,28011.34129,9,1,3,3,0.32,6,6,2,2,2,1,27,1,2,1
"990",72906,2,1,13,2,1,13,1,7,1,26580.533966,27365.257742,15,1,14,14,3.47,4,4,0,2,1,2,54,2,5,1
"991",72907,2,1,10,3,2,10,1,4,1,47620.447942,49730.499812,13,1,8,8,2.62,3,3,0,2,2,2,41,1,5,3
"992",72908,2,2,3,3,1,3,1,NA,1,65315.057418,66334.73949,4,1,9,9,2.39,4,4,1,1,2,2,32,1,4,1
"993",72909,2,2,15,2,2,15,1,8,2,25762.473279,25507.057806,8,1,3,3,0.31,7,7,1,4,2,2,52,2,1,1
"994",72910,2,2,14,5,2,14,1,8,1,32401.756638,33364.671991,8,1,15,15,5,4,4,0,1,2,1,57,1,5,1
"995",72911,2,2,7,2,2,7,1,1,1,26342.055679,26983.606458,6,1,4,4,0.94,3,3,1,1,2,2,30,1,4,4
"996",72912,2,2,7,4,2,7,1,1,1,20077.988353,21752.251187,12,1,6,6,1.65,2,2,0,1,2,2,53,1,3,5
"997",72913,2,2,6,2,1,6,1,0,2,31425.402495,33344.42502,15,1,7,7,1.96,3,3,0,1,2,1,30,2,5,1
"998",72914,2,2,6,2,2,6,1,0,2,12767.222691,13009.114294,7,1,3,3,0.43,4,4,0,2,2,1,25,2,1,1
"999",72915,2,1,8,3,1,8,1,2,1,64737.73804,65961.632019,4,1,8,8,1.29,7,7,1,4,2,2,35,1,5,1
"1000",72916,2,1,4,3,2,5,1,NA,1,29281.783171,35866.511303,12,1,9,9,2.04,5,5,1,3,2,2,34,1,4,3
"1001",72917,2,1,8,1,1,8,1,2,1,20253.708771,20767.749639,1,1,9,9,1.78,6,6,1,3,2,1,43,NA,NA,1
"1002",72918,2,1,15,3,1,15,1,9,1,30590.606094,32348.825759,14,1,6,6,0.96,5,5,0,3,2,1,44,1,4,1
"1003",72919,2,1,14,2,1,14,1,7,2,26580.533966,27365.257742,15,1,3,3,0.52,3,3,0,2,2,2,40,2,1,5
"1004",72920,2,1,4,3,2,4,2,NA,1,49003.522576,49770.502333,6,1,15,15,5,4,4,2,0,2,1,36,1,5,1
"1005",72921,2,2,4,4,2,4,1,NA,1,14678.458071,15482.304474,11,1,6,6,1.26,4,4,1,2,2,2,31,1,4,5
"1006",72922,2,2,6,4,2,6,1,0,1,10956.54011,11398.989568,7,1,12,12,NA,5,5,1,1,1,1,73,1,3,1
"1007",72923,2,2,7,1,1,7,1,2,2,20616.946721,21008.991996,1,1,3,3,0.43,4,4,1,1,2,2,36,2,1,6
"1008",72924,2,1,6,4,2,6,1,0,1,15189.201871,16018.620361,10,1,14,14,3.52,5,5,0,2,2,1,33,1,5,1
"1009",72925,2,2,6,4,2,6,1,1,1,20983.755353,21947.000454,12,1,14,14,4.45,3,3,0,1,2,2,45,1,4,1
"1010",72926,2,2,9,3,2,9,1,3,1,42045.917833,43241.735552,9,1,15,15,4.47,4,4,1,1,2,1,31,1,5,1
"1011",72927,2,1,14,3,2,14,1,7,1,29207.902012,32083.698082,4,1,9,9,2.15,5,5,0,1,2,1,47,1,4,1
"1012",72928,2,2,3,3,2,3,1,NA,1,33899.239217,34758.586075,12,1,14,14,3.25,4,4,2,0,2,2,47,1,3,1
"1013",72929,2,1,7,3,2,7,1,1,1,28900.727269,30181.312318,12,1,9,9,2.6,4,4,0,2,2,1,31,1,4,1
"1014",72930,2,2,14,3,2,14,1,8,1,32401.756638,32235.095285,8,1,15,15,4.52,6,6,2,2,2,1,50,1,5,1
"1015",72931,2,1,9,3,1,9,1,3,1,45689.154141,47260.469377,1,1,14,14,2.96,5,5,1,2,2,2,46,1,5,1
"1016",72932,2,2,10,3,1,10,1,4,1,67411.98296,68059.543909,2,1,6,6,1.57,4,3,0,3,2,2,38,1,4,3
"1017",72933,2,1,5,2,1,5,1,NA,2,18945.54655,19222.39109,1,1,4,4,0.61,6,6,3,0,1,2,30,2,3,6
"1018",72934,2,1,14,1,1,14,2,8,2,37565.810857,37142.154501,2,1,3,3,0.44,5,5,0,2,2,2,37,2,1,6
"1019",72935,2,2,6,4,2,6,1,0,1,12733.471506,13280.585237,11,1,9,9,2,6,6,1,3,2,2,30,1,3,6
"1020",72936,2,1,7,3,1,7,1,0,1,38568.121081,40277.066283,14,1,15,15,5,4,4,0,2,2,2,44,1,5,1
"1021",72937,2,2,15,3,1,15,1,9,1,44874.53883,45908.548499,2,1,15,15,4.44,5,5,0,2,2,1,54,1,5,1
"1022",72938,2,2,13,3,2,13,1,7,1,23620.39841,24427.582783,4,1,10,10,2.95,4,4,1,1,2,1,30,1,5,1
"1023",72939,2,2,5,4,2,5,1,NA,1,17474.610153,18431.584138,10,1,8,8,1.17,7,7,3,1,1,1,34,2,4,5
"1024",72940,2,1,12,5,2,12,1,5,1,36851.674629,38873.191468,6,1,15,15,5,4,4,0,2,2,2,30,1,5,1
"1025",72941,2,2,12,3,1,12,1,6,1,36512.159546,37759.896527,13,1,14,14,3.25,4,4,0,2,2,2,30,1,4,1
"1026",72942,2,2,8,3,1,8,1,2,1,41812.414642,43187.642627,13,1,7,7,2.2,3,3,0,2,2,2,42,1,5,4
"1027",72943,2,1,8,4,2,8,1,2,1,12087.230364,12656.697982,11,1,3,3,0.44,5,5,0,4,2,2,37,1,3,3
"1028",72944,2,2,12,3,2,12,1,5,1,37033.792811,36843.306163,13,1,77,77,NA,5,5,1,2,2,2,42,1,4,1
"1029",72945,2,2,12,2,1,12,2,6,2,25247.359202,24997.050696,3,1,12,6,0.92,7,7,3,3,2,1,29,1,4,1
"1030",72946,2,1,8,5,2,8,1,2,1,20623.03876,21536.8412,10,1,8,8,1.71,6,6,0,2,1,1,40,2,1,1
"1031",72947,2,1,11,1,1,11,1,5,1,22616.542112,22885.120363,3,1,9,9,2.71,4,4,0,3,2,2,40,1,5,3
"1032",72948,2,1,13,2,1,13,1,6,1,26580.533966,27365.257742,15,1,5,5,1.2,3,3,0,2,2,2,48,2,4,5
"1033",72949,2,2,8,2,1,8,1,3,2,20616.946721,21008.991996,1,1,6,6,1.08,4,4,1,1,2,1,31,2,4,1
"1034",72950,2,1,15,4,2,15,1,9,1,35735.073224,35873.97551,9,1,15,15,5,3,3,0,1,2,1,51,1,4,1
"1035",72951,2,1,11,2,2,11,1,5,1,27735.516524,28588.449423,8,1,3,3,0.52,3,3,0,1,2,2,43,1,3,5
"1036",72952,2,1,8,4,2,8,1,2,1,21176.669897,22333.038857,8,1,7,7,1.44,5,5,0,3,2,1,44,1,4,1
"1037",72953,2,2,13,2,1,14,2,8,2,29671.949191,30110.250254,15,1,99,99,NA,4,4,0,2,2,2,42,2,4,1
"1038",72954,2,2,15,1,1,15,1,8,1,24508.926604,24310.29681,3,1,6,6,0.81,6,6,1,2,1,2,37,2,4,3
"1039",72955,2,2,12,3,1,13,1,6,1,50369.991506,51530.628687,4,1,3,3,0.41,5,5,0,2,2,2,48,1,3,5
"1040",72956,2,2,13,5,2,13,1,6,1,35270.278867,36126.689142,6,1,5,5,1.05,3,3,0,2,2,1,50,1,4,3
"1041",72957,2,2,9,2,2,9,1,3,2,29610.81468,30171.829994,8,1,12,5,1.18,7,3,0,2,2,1,43,NA,NA,3
"1042",72958,2,2,9,3,1,9,1,2,1,38290.064711,39268.454945,13,1,4,4,0.62,5,5,1,2,2,1,29,1,3,6
"1043",72959,2,1,12,5,2,12,1,5,1,19520.550268,19681.212846,10,1,4,4,0.76,4,4,0,2,2,1,31,1,4,1
"1044",72960,2,1,13,5,1,14,1,7,1,46886.548568,49461.901149,2,1,6,6,0.81,6,6,0,3,2,1,42,1,5,1
"1045",72961,2,1,8,2,1,8,1,1,2,32079.425024,32851.573634,2,1,4,4,0.58,6,6,0,3,2,2,19,1,4,NA
"1046",72962,2,1,14,3,1,14,1,8,1,36896.213409,39296.038751,13,1,15,15,4.34,4,4,0,2,2,2,40,1,1,1
"1047",72963,2,1,8,2,2,9,1,3,2,23773.299878,23674.777701,8,1,12,6,0.96,6,5,1,2,2,2,26,2,1,6
"1048",72964,2,1,8,3,2,8,1,2,1,43608.819267,45541.116728,2,1,8,8,1.85,5,5,0,3,2,1,36,1,3,1
"1049",72965,2,1,10,3,2,10,1,4,1,31559.340554,32723.574035,12,1,15,15,5,5,5,0,3,2,2,30,1,5,1
"1050",72966,2,2,11,4,2,11,1,6,1,13811.013703,14404.425737,10,1,5,5,0.74,5,5,1,2,2,2,38,2,5,1
"1051",72967,2,1,8,3,1,8,1,2,1,35061.928256,36615.514803,14,1,15,15,4.77,4,4,0,2,2,2,45,1,5,1
"1052",72968,2,2,11,5,1,11,2,5,1,47526.606045,47983.147639,3,1,12,12,NA,5,5,1,2,2,1,43,2,4,1
"1053",72969,2,2,12,3,1,12,1,6,1,44874.53883,45279.10117,2,1,8,8,1.61,6,6,1,3,2,1,36,1,4,1
"1054",72970,2,2,4,2,1,4,1,NA,1,26746.900466,30148.84217,15,1,14,14,3.25,4,4,2,0,2,1,35,2,5,1
"1055",72971,2,1,5,4,2,5,1,NA,1,27327.278423,30453.634764,12,1,4,4,0.59,5,5,2,2,2,2,37,1,3,1
"1056",72972,2,1,11,2,2,11,1,4,1,25877.946238,26532.924037,6,1,2,2,0.33,4,4,0,2,2,2,30,1,3,1
"1057",72973,2,1,12,1,1,12,1,5,2,24072.464891,23858.480722,14,1,5,5,0.57,7,7,0,4,2,2,33,2,1,1
"1058",72974,2,1,14,3,1,14,1,8,1,50205.586609,52895.571033,5,1,15,15,4.69,4,4,0,2,2,2,42,1,5,1
"1059",72975,2,2,4,3,1,4,1,NA,1,102096.125254,103557.533602,4,1,5,5,0.91,4,4,2,0,2,1,37,1,3,1
"1060",72976,2,1,10,3,2,10,1,4,1,56385.656382,56645.461007,6,1,15,15,5,5,5,0,3,2,2,45,1,5,1
"1061",72977,2,2,14,3,1,14,1,8,1,50423.303697,50163.946895,5,1,15,15,5,4,4,0,2,2,1,48,1,4,1
"1062",72978,2,2,7,3,2,7,1,1,1,45868.274,45575.744946,9,1,14,14,2.78,5,5,1,2,2,1,41,1,5,1
"1063",72979,2,2,6,4,1,6,1,0,1,24625.619433,25238.213903,1,1,10,10,2.44,5,5,1,3,2,2,55,1,4,77
"1064",72980,2,1,3,3,1,3,1,NA,1,41913.370099,42293.39669,1,1,9,9,3.3,3,3,1,0,2,2,32,1,5,1
"1065",72981,2,2,4,3,2,5,1,NA,1,53894.362182,55022.524873,6,1,15,15,3.23,6,6,2,0,2,1,55,1,5,1
"1066",72982,2,1,3,3,1,4,1,NA,1,24966.774804,25467.255144,15,1,7,7,1.52,4,4,1,1,2,1,48,1,4,1
"1067",72983,2,2,14,4,2,14,2,9,1,18251.97667,23383.572887,10,1,10,10,2.52,5,5,0,4,2,2,37,2,4,4
"1068",72984,2,1,11,5,1,11,2,5,1,64366.804699,66580.471001,3,1,12,12,NA,6,6,0,2,1,1,38,2,4,1
"1069",72985,2,2,4,3,1,4,1,NA,1,54409.939524,53668.26069,5,1,15,15,4.52,5,5,2,1,2,1,31,1,4,1
"1070",72986,2,2,4,3,2,4,1,NA,1,42319.240332,43205.102714,9,1,10,10,3.04,4,4,2,0,2,2,35,1,5,1
"1071",72987,2,1,13,4,2,13,1,7,1,16555.646491,16691.906627,10,1,6,6,1.68,3,3,0,2,2,2,47,NA,NA,99
"1072",72988,2,2,9,1,1,9,1,3,1,33638.609161,34278.270212,2,1,15,15,4.81,5,5,1,2,2,1,34,1,4,1
"1073",72989,2,2,11,3,2,11,1,6,1,31051.9881,32073.30111,12,1,15,15,4.69,4,4,0,2,2,1,46,1,3,1
"1074",72990,2,1,13,1,1,13,1,7,2,37565.810857,37142.154501,2,1,4,4,0.69,4,4,0,3,2,2,40,NA,NA,4
"1075",72991,2,1,7,1,2,7,1,1,1,18137.795414,18776.464164,12,1,5,5,0.87,4,4,1,1,2,2,23,2,2,1
"1076",72992,2,1,14,1,1,14,1,66,2,24072.464891,24029.200532,14,1,7,7,1.74,4,4,0,2,2,1,43,2,9,1
"1077",72993,2,1,14,4,2,15,1,9,1,16555.646491,16573.31595,10,1,15,15,4.34,4,4,0,3,2,2,40,1,5,77
"1078",72994,2,2,11,1,1,11,1,4,1,23715.79733,23804.965482,3,1,6,6,0.87,6,6,2,2,2,1,22,1,4,6
"1079",72995,2,2,14,3,1,14,1,7,1,50369.991506,51530.628687,4,1,9,9,2.6,4,4,0,2,2,2,39,1,3,1
"1080",72996,2,1,3,1,1,3,1,NA,1,21652.0532,21968.44696,1,1,6,6,1.47,3,3,1,0,2,1,25,1,4,1
"1081",72997,2,2,7,3,1,7,1,1,1,85392.605771,87251.88235,5,1,8,8,2.83,3,3,0,1,2,1,32,1,5,6
"1082",72998,2,2,11,4,2,11,1,5,1,13153.346383,14250.177331,10,1,3,3,0.58,3,3,0,1,2,2,34,1,3,5
"1083",72999,2,2,8,2,1,8,1,2,2,23664.751155,29234.735157,15,1,5,5,0.65,6,6,0,4,2,2,41,2,1,5
"1084",73000,2,1,10,3,1,10,1,3,1,64806.257223,66949.382599,5,1,9,9,2.88,3,3,0,1,2,1,34,1,3,1
"1085",73001,2,1,7,5,2,7,1,1,1,49826.116483,51809.740324,9,1,15,15,5,4,4,1,1,2,1,37,2,5,1
"1086",73002,2,2,12,3,1,12,1,6,1,44874.53883,45361.870572,2,1,15,15,3.7,5,5,1,2,2,2,37,1,4,1
"1087",73003,2,1,13,5,1,13,1,7,1,44072.320678,48411.660303,13,1,9,9,2.69,4,4,0,1,1,1,66,1,4,1
"1088",73004,2,2,13,3,1,13,1,7,1,78734.998715,80652.282883,4,1,14,14,3.69,4,4,0,2,2,1,45,1,4,1
"1089",73005,2,2,3,3,2,3,1,NA,1,50270.45673,49585.204475,9,1,8,8,1.95,4,4,2,1,2,1,27,1,4,4
"1090",73006,2,2,9,2,2,9,1,4,2,13405.308939,13791.202307,10,1,6,6,0.97,6,6,0,2,2,1,38,2,1,1
"1091",73007,2,2,3,2,1,3,1,NA,2,22210.105575,24273.405863,14,1,1,1,0,5,5,2,1,2,1,38,2,1,1
"1092",73008,2,1,9,4,1,9,1,3,1,22268.312093,23317.442644,15,1,8,8,1.55,6,6,2,2,2,2,29,1,4,1
"1093",73009,2,2,14,3,1,14,1,8,1,30272.187499,32288.967792,14,1,5,5,0.89,4,4,0,1,2,1,18,1,2,NA
"1094",73010,2,1,15,1,2,15,1,9,2,32559.418914,32269.992789,13,1,5,5,0.74,5,5,1,2,2,1,41,2,2,1
"1095",73011,2,1,10,1,1,10,1,4,2,29649.144154,30693.150959,7,1,6,6,1.11,5,5,1,2,2,1,35,2,2,1
"1096",73012,2,1,4,3,1,4,1,NA,1,56653.808474,55592.465182,5,1,1,1,0.21,3,3,1,1,2,2,32,1,2,5
"1097",73013,2,2,10,5,2,10,1,4,1,46587.191258,47659.202591,8,1,12,12,NA,5,5,0,2,2,2,43,2,5,1
"1098",73014,2,1,7,3,2,7,1,1,1,38449.749099,39769.382854,9,1,15,15,5,4,4,0,2,2,2,37,1,5,1
"1099",73015,2,1,12,5,1,12,1,6,1,82265.200268,86783.807465,4,1,6,6,1.3,4,4,0,2,2,1,53,1,3,3
"1100",73016,2,2,8,3,1,8,1,2,1,67411.98296,68059.543909,2,1,15,15,3.7,5,5,1,2,2,2,37,1,4,1
"1101",73017,2,1,15,1,2,15,1,9,1,30303.749232,29959.952252,6,1,9,6,1.92,3,2,0,2,2,2,35,1,3,1
"1102",73018,2,2,13,5,1,13,2,7,1,31637.337327,31980.914757,3,1,12,12,NA,5,5,1,2,2,1,43,2,4,1
"1103",73019,2,2,6,3,1,6,1,0,1,32984.567384,34069.443742,14,1,15,15,4.34,4,4,0,2,2,2,37,1,5,1
"1104",73020,2,2,11,5,2,11,1,5,1,15916.595743,16323.297637,10,1,15,15,4.34,4,4,0,3,2,2,40,1,5,77
"1105",73021,2,2,4,4,2,4,1,NA,1,16758.51632,17676.274371,10,1,5,5,0.74,5,5,1,2,2,2,38,2,5,1
"1106",73022,2,2,9,3,2,10,1,4,1,25375.846811,26024.252106,4,1,14,14,2.96,5,5,0,3,2,1,38,1,4,1
"1107",73023,2,1,15,3,1,15,1,8,1,52684.108015,53977.62039,5,1,15,15,5,4,4,0,2,2,1,43,1,5,1
"1108",73024,2,1,7,4,2,7,1,1,1,16274.144862,17162.80753,10,1,15,15,5,4,4,0,2,2,1,40,1,5,1
"1109",73025,2,2,8,4,2,8,1,3,1,10956.54011,11459.492676,7,1,12,12,NA,4,4,0,1,2,1,54,1,4,1
"1110",73026,2,1,15,3,2,15,1,9,1,35970.446529,37943.623165,13,1,15,15,5,4,4,0,2,2,1,53,1,5,1
"1111",73027,2,2,4,3,1,4,1,NA,1,62308.191582,63200.073729,5,1,14,14,2.78,5,5,3,0,2,2,35,1,5,1
"1112",73028,2,1,13,5,2,14,1,8,1,13350.96758,13365.21676,11,1,15,15,4.07,5,5,0,3,2,2,52,1,5,1
"1113",73029,2,1,7,1,1,7,1,0,1,32079.425024,32893.603587,2,1,4,4,0.67,5,5,2,1,2,2,26,1,4,5
"1114",73030,2,1,10,2,2,10,1,2,2,23773.299878,24011.721969,8,1,3,3,0.31,7,7,1,4,2,2,52,2,1,1
"1115",73031,2,2,13,2,2,13,1,6,1,28043.220836,27765.193473,6,1,4,4,0.65,5,5,0,4,2,2,34,2,2,3
"1116",73032,2,1,8,2,2,8,1,2,2,12656.452575,15733.061112,10,1,12,9,1.66,7,7,0,4,2,2,56,2,1,4
"1117",73033,2,1,10,1,1,10,1,3,1,23297.958815,23858.738395,3,1,14,14,3.25,4,4,0,2,2,1,52,1,3,1
"1118",73034,2,1,8,4,1,8,1,2,1,25524.286814,26918.060865,14,1,14,14,3.25,4,4,0,2,2,2,44,1,5,1
"1119",73035,2,2,6,3,1,6,1,0,1,41812.414642,43187.642627,13,1,7,7,2.2,3,3,0,2,2,2,42,1,5,4
"1120",73036,2,1,4,3,2,4,1,NA,1,41389.190258,42218.871952,13,1,7,7,1.65,4,4,1,1,2,1,36,1,2,1
"1121",73037,2,1,6,3,2,7,1,0,1,49073.519574,50757.771732,8,1,15,15,5,4,4,0,2,2,2,46,1,5,1
"1122",73038,2,1,5,2,2,5,1,NA,2,10770.633408,11046.920447,11,1,7,7,1.74,4,4,1,1,2,1,35,2,2,1
"1123",73039,2,2,7,3,1,8,1,1,1,41812.414642,42880.808192,13,1,4,4,0.58,6,6,0,4,2,2,41,1,4,1
"1124",73040,2,2,15,1,1,15,1,8,2,25433.099306,30991.278666,15,1,5,5,0.65,6,6,0,4,2,2,41,2,1,5
"1125",73041,2,1,5,3,1,5,1,NA,1,92831.041619,92557.283623,4,1,10,10,2.59,5,5,2,1,2,1,40,1,5,1
